date,product_id,sales_units,holiday_season,promotion_applied,competitor_price_index,economic_index,weather_impact,price,discount_percentage,sales_revenue,region_Europe,region_North America,store_type_Retail,store_type_Wholesale,category_Cabinets,category_Chairs,category_Sofas,category_Tables,future_demand
2023-02-18,172,90,0,0,1.1733488292368877,0.8848646964621693,0,69.3781482008911,0.0,6244.033338080199,True,False,False,True,False,False,True,False,173.0
2023-02-19,138,173,0,1,0.8319770840733436,0.52887365066928,0,74.02657166039528,16.424464123022634,10703.181984479692,False,True,False,False,False,False,True,False,65.0
2023-02-20,117,65,0,0,0.9516853658828964,1.0533097122982638,0,35.15117394883593,0.0,2284.8263066743357,False,True,False,False,False,False,False,True,120.0
2023-02-21,103,120,0,0,1.1658036170874626,1.1804713889235274,1,187.67287785944856,0.0,22520.74534313383,False,False,False,True,False,False,False,True,30.0
2023-02-22,188,30,0,0,0.9378552882185194,1.2406949453360068,0,88.7360204353257,0.0,2662.080613059771,True,False,False,False,False,True,False,False,150.0
2023-02-23,159,150,0,0,1.0850645745254812,0.901924954309284,0,49.20140386923495,0.0,7380.210580385243,False,True,False,False,True,False,False,False,18.0
2023-02-24,113,18,0,1,0.8402665546077372,0.5970196314924006,0,45.623847174502444,7.986925267483311,755.6382827374345,True,False,False,False,False,False,False,True,148.0
2023-02-25,108,148,0,0,0.9777550126448569,1.0843264344633865,1,93.33309756936205,0.0,13813.298440265584,False,False,False,False,False,False,False,True,79.0
2023-02-26,189,79,0,0,1.0013203102366515,0.8295478852381818,0,133.79742178295794,0.0,10569.996320853677,True,False,False,False,False,False,True,False,138.0
2023-02-27,152,138,0,0,1.1030656311940241,1.446887482274853,0,160.00078173763234,0.0,22080.107879793264,True,False,False,False,True,False,False,False,127.0
2023-02-28,101,127,1,1,0.9155298602319305,1.0027121080613277,0,186.42888473795333,27.69724760555286,17118.73829532408,True,False,False,False,False,True,False,False,65.0
2023-03-01,183,65,0,0,0.9056754290202108,0.9722660467989787,0,134.42636865864503,0.0,8737.713962811928,True,False,False,False,False,False,False,True,40.0
2023-03-02,191,40,1,0,0.9211870680783325,0.8092095323183568,0,95.71911560078114,0.0,3828.7646240312456,False,True,False,True,True,False,False,False,46.0
2023-03-03,159,46,0,0,1.0222786035174962,0.8387865053835479,0,95.95036327688058,0.0,4413.716710736507,False,False,False,False,True,False,False,False,184.0
2023-03-04,170,184,0,0,1.1504017653859002,1.012754784079912,0,123.38785310389508,0.0,22703.364971116695,False,True,True,False,False,True,False,False,100.0
2023-03-05,143,100,0,1,1.1323765585845227,0.8066647953149948,0,116.8473612667215,11.792270073270426,10306.840485265973,False,True,False,True,True,False,False,False,123.0
2023-03-06,107,123,0,0,0.8231782625644009,1.392304884368412,0,135.34662930363882,0.0,16647.635404347577,False,True,False,True,True,False,False,False,137.0
2023-03-07,146,137,0,0,1.1515820445168095,0.9390179324291087,0,110.61387721499648,0.0,15154.101178454517,False,True,True,False,True,False,False,False,184.0
2023-03-08,134,184,0,0,0.8380437496873567,0.7920220840130243,0,30.61835330685731,0.0,5633.777008461745,False,False,False,False,False,False,False,True,131.0
2023-03-09,177,131,0,0,0.9661392277275479,0.6553948335411494,0,110.13110332567491,0.0,14427.174535663415,False,False,True,False,False,True,False,False,78.0
2023-03-10,180,78,0,0,1.1061617757016884,1.172350726300358,0,24.055987874506343,0.0,1876.3670542114946,False,True,True,False,True,False,False,False,195.0
2023-03-11,135,195,0,0,0.8326044144135774,0.5257869432855841,0,52.509433460176254,0.0,10239.339524734369,True,False,True,False,True,False,False,False,45.0
2023-03-12,149,45,0,0,0.8161598721107868,0.9499957871699404,0,89.73698054425212,0.0,4038.1641244913453,True,False,False,True,False,False,False,True,41.0
2023-03-13,103,41,0,0,0.9319983214443177,1.0501218203672238,1,119.23549421568103,0.0,4888.655262842923,True,False,False,False,False,True,False,False,73.0
2023-03-14,101,73,1,0,1.091970243142926,0.8397846108803316,0,53.267272255558055,0.0,3888.510874655738,True,False,False,True,False,False,True,False,179.0
2023-03-15,105,179,0,0,1.0087025750288459,1.2498177472750056,0,69.73411858248373,0.0,12482.407226264588,True,False,False,False,False,False,False,True,57.0
2023-03-16,153,57,0,0,0.9668007482438751,1.175660496837939,0,87.35797901544417,0.0,4979.404803880318,False,False,True,False,False,True,False,False,90.0
2023-03-17,103,90,0,1,1.1252293270062887,1.4713989875699616,0,55.49873671273987,8.57098876110302,4566.77516038831,True,False,False,True,True,False,False,False,167.0
2023-03-18,153,167,1,1,1.1066837048776978,1.008766799289682,0,199.7774417800123,18.30595974543531,27255.446039119564,False,False,False,False,False,True,False,False,158.0
2023-03-19,192,158,0,0,1.1144172838935857,1.0378123646293829,0,164.84839124485882,0.0,26046.045816687692,True,False,False,False,False,True,False,False,69.0
2023-03-20,162,69,0,0,0.9838907295796808,0.7458393191938222,0,165.96859110401783,0.0,11451.83278617723,True,False,True,False,False,True,False,False,150.0
2023-03-21,117,150,0,0,0.8077796969968125,0.8854838907307205,0,122.3954941871369,0.0,18359.324128070537,False,True,False,True,False,False,True,False,10.0
2023-03-22,189,10,0,1,0.8688547893966121,0.526860591158304,0,193.03843163318288,15.502379594938024,1631.1288119729195,False,True,False,True,False,True,False,False,74.0
2023-03-23,143,74,0,1,1.0965201713106503,1.1892747885976895,0,151.7961184474982,18.62583727906999,9140.68871178469,False,True,False,True,False,False,True,False,42.0
2023-03-24,133,42,0,0,1.10126938869985,0.81162279968354,0,79.55815402865612,0.0,3341.442469203557,False,False,False,True,True,False,False,False,47.0
2023-03-25,173,47,1,0,1.1889194450805345,1.040367009666698,0,129.89479878450527,0.0,6105.055542871748,False,False,False,True,False,False,True,False,34.0
2023-03-26,161,34,0,0,0.8760746107640771,0.7549923964109491,0,117.86600840797553,0.0,4007.444285871168,False,True,False,True,True,False,False,False,163.0
2023-03-27,199,163,0,0,0.849170715261058,1.1210362003396588,0,124.45198825604271,0.0,20285.67408573496,False,True,False,True,True,False,False,False,68.0
2023-03-28,113,68,0,1,0.8555158534944058,0.9475824929540444,0,167.19080105174075,29.515684785643025,8013.343803144784,True,False,True,False,False,False,True,False,170.0
2023-03-29,194,170,0,0,0.8739152460296562,0.9818606523862942,0,111.7211355317346,0.0,18992.593040394884,False,False,False,False,False,False,False,True,110.0
2023-03-30,147,110,0,1,1.0113873358031498,1.4426071398153262,0,151.15529040283877,19.03438132741116,13462.219763410736,True,False,True,False,False,False,False,False,136.0
2023-03-31,114,136,0,0,1.1900845851896604,1.2061603231238602,0,65.10742045968853,0.0,8854.609182517639,True,False,False,False,False,True,False,False,50.0
2023-04-01,171,50,0,0,1.0357725932002428,0.761899735600074,0,187.77115014465375,0.0,9388.557507232686,False,True,False,False,False,False,False,False,167.0
2023-04-02,177,167,0,0,1.009075226258657,1.0039218177414253,0,35.54878868968392,0.0,5936.647711177214,True,False,False,False,False,True,False,False,66.0
2023-04-03,186,66,0,0,1.0693424921535484,0.9666728190519783,0,198.84438415040097,0.0,13123.729353926465,True,False,False,True,False,True,False,False,186.0
2023-04-04,161,186,0,1,0.8295721563032626,1.2950526068783637,1,133.88115949279924,23.330507096757163,19092.157130156633,False,True,False,True,True,False,False,False,57.0
2023-04-05,139,57,0,0,1.1261416536601463,1.3333551140962026,0,104.59126434998471,0.0,5961.702067949129,False,True,False,False,False,True,False,False,81.0
2023-04-06,184,81,0,0,1.0587518173276804,0.7834428227417254,0,75.94078362959692,0.0,6151.203473997351,True,False,False,False,False,True,False,False,186.0
2023-04-07,179,186,0,0,0.8684766718362101,1.3211514539062363,1,92.9255394612036,0.0,17284.150339783868,True,False,False,True,False,False,True,False,184.0
2023-04-08,181,184,0,0,1.052286168479772,0.6795014052910014,0,160.83619391008222,0.0,29593.859679455127,True,False,False,True,False,False,False,False,65.0
2023-04-09,152,65,0,0,1.038483185026348,1.2627705545376955,0,45.09793333945163,0.0,2931.365667064356,False,False,False,False,False,False,True,False,74.0
2023-04-10,123,74,0,1,0.8259411941979202,0.7487845438013607,1,65.48332510297436,25.906175087562136,3590.413418399381,True,False,False,False,False,True,False,False,21.0
2023-04-11,125,21,0,0,0.9067728791383025,0.7979311574132959,0,42.27092747252343,0.0,887.6894769229921,False,True,True,False,True,False,False,False,78.0
2023-04-12,188,78,0,0,0.9563766491557125,1.3524678401889938,1,96.79781351596947,0.0,7550.229454245618,True,False,False,True,False,False,True,False,143.0
2023-04-13,159,143,1,1,0.8979554117907921,0.920074865056297,0,89.70008355474758,11.716187638843133,11324.263443818223,False,False,False,True,False,False,True,False,98.0
2023-04-14,140,98,0,0,0.8972646751181763,1.490565824856296,1,136.78128262859593,0.0,13404.565697602402,True,False,False,False,False,False,False,True,34.0
2023-04-15,128,34,0,0,1.0291793894789674,0.6519430299074411,0,199.2288646667751,0.0,6773.781398670354,False,False,True,False,False,True,False,False,10.0
2023-04-16,114,10,0,0,0.9883436068241755,0.9633490380396834,0,180.62466852121014,0.0,1806.2466852121015,False,False,False,True,True,False,False,False,169.0
2023-04-17,144,169,0,0,1.0669168726912033,1.2324503309089363,1,178.46798461580386,0.0,30161.08940007085,False,True,True,False,False,False,True,False,140.0
2023-04-18,164,140,1,1,1.1825628348439667,0.5053670579785075,0,136.22747164527507,16.527044210621327,15919.833605122838,True,False,True,False,False,False,True,False,58.0
2023-04-19,188,58,0,0,1.0642224178404847,0.6518552781930174,0,68.70949333889335,0.0,3985.1506136558146,False,False,False,True,True,False,False,False,156.0
2023-04-20,170,156,0,0,1.0328383729130166,0.5203567494109803,0,89.13541874971257,0.0,13905.125324955161,True,False,False,False,False,True,False,False,69.0
2023-04-21,108,69,0,0,1.1390237966661991,1.4928778653827537,0,65.02198344797495,0.0,4486.516857910271,False,False,True,False,False,False,False,True,166.0
2023-04-22,187,166,1,0,1.0528292442268143,1.2606246624214705,0,44.31512179501489,0.0,7356.310217972472,False,True,False,False,False,False,True,False,187.0
2023-04-23,100,187,0,0,0.8662245081235205,0.8735590977466002,0,98.48562415236003,0.0,18416.811716491327,False,True,False,True,False,False,False,True,11.0
2023-04-24,107,11,1,0,0.9258994797833852,0.6562849346967757,0,181.5563093907194,0.0,1997.1194032979135,True,False,True,False,False,False,False,False,82.0
2023-04-25,187,82,0,1,1.0933441130737618,0.5903832428034507,0,153.89139810467097,17.8322381560332,10368.827634425745,True,False,False,False,False,True,False,False,193.0
2023-04-26,162,193,0,0,1.095352953210808,1.0319072005509118,0,197.27082126335273,0.0,38073.26850382708,True,False,True,False,False,False,False,False,154.0
2023-04-27,110,154,0,0,1.1948035001235837,1.4758913181991988,1,55.067085209132344,0.0,8480.33112220638,True,False,True,False,False,False,False,False,197.0
2023-04-28,180,197,1,0,1.0507899513609227,1.174610944657764,0,110.09793005244165,0.0,21689.292220331005,True,False,True,False,False,False,False,False,119.0
2023-04-29,107,119,1,0,1.159818075234362,0.8651383682587295,0,162.74829776988165,0.0,19367.047434615917,False,False,False,True,False,True,False,False,173.0
2023-04-30,134,173,0,0,0.8218321242358109,1.0008509732374882,1,102.88301544061005,0.0,17798.76167122554,True,False,False,False,False,True,False,False,70.0
2023-05-01,134,70,0,0,1.0264889379242594,1.498903367939452,0,83.90978825042825,0.0,5873.685177529977,False,False,True,False,True,False,False,False,26.0
2023-05-02,132,26,0,0,1.1679392098808783,1.0187662288844503,0,166.85962653029623,0.0,4338.3502897877015,False,False,False,False,False,False,False,True,58.0
2023-05-03,104,58,0,0,0.9148976940712782,1.4642014857763557,0,97.45544777523135,0.0,5652.415970963419,False,False,False,True,False,False,False,True,85.0
2023-05-04,140,85,0,0,0.8619506415176837,0.516361718817826,0,184.33413238842402,0.0,15668.401253016042,True,False,True,False,True,False,False,False,197.0
2023-05-05,127,197,0,0,0.9402040640387042,1.2209631282341724,0,68.31225195919652,0.0,13457.513635961714,False,True,True,False,True,False,False,False,157.0
2023-05-06,106,157,0,0,1.1168944668977074,1.1271614492131166,1,181.36167582955514,0.0,28473.783105240156,False,True,True,False,False,False,False,False,187.0
2023-05-07,172,187,0,1,0.8338803258725263,1.1853298584573215,0,70.1229513981286,24.960002271502436,9839.988832490188,True,False,False,False,True,False,False,False,140.0
2023-05-08,171,140,0,0,1.0401354633476338,1.0705670892574528,1,72.12157638933579,0.0,10097.02069450701,True,False,False,False,False,False,True,False,52.0
2023-05-09,111,52,0,1,0.8542526423377106,0.5441767762416558,1,95.70516892233985,22.182455053647576,3872.721467790465,True,False,True,False,False,False,False,True,66.0
2023-05-10,133,66,1,0,0.9742129766188985,0.6495639354918259,0,112.84613400647892,0.0,7447.844844427609,False,False,False,False,True,False,False,False,59.0
2023-05-11,132,59,0,1,1.1863908006206623,1.4222512703352146,0,95.28051612829587,22.52991291444302,4355.02003038938,False,True,False,False,False,False,True,False,187.0
2023-05-12,147,187,0,0,0.8780577079387546,0.7329250083671166,0,175.18683624572776,0.0,32759.93837795109,False,True,True,False,False,False,True,False,46.0
2023-05-13,122,46,0,0,0.813606619538413,1.4929372693269416,0,163.202436409061,0.0,7507.312074816806,False,True,True,False,False,False,True,False,55.0
2023-05-14,161,55,0,1,0.970881335591217,1.179588484394617,0,75.77542695915045,28.1567062142842,2994.1759434203623,False,True,True,False,False,False,True,False,179.0
2023-05-15,187,179,0,0,1.0310782350760619,0.9443544901261846,1,112.07357907450752,0.0,20061.170654336845,False,False,False,True,False,False,False,False,24.0
2023-05-16,136,24,0,0,0.9190070940125579,1.42004885643604,0,97.58537895354996,0.0,2342.0490948851993,True,False,True,False,False,False,True,False,170.0
2023-05-17,198,170,0,1,1.016707201350677,1.2949861896174555,0,30.092658187228427,24.885153224612186,3842.6891949562305,False,False,True,False,False,False,False,False,89.0
2023-05-18,143,89,1,0,1.1813607785007947,0.928965079584902,0,154.6664536610004,0.0,13765.314375829035,True,False,True,False,False,False,False,False,148.0
2023-05-19,185,148,0,0,0.9247083149664481,0.5685929722673561,0,52.699990178698286,0.0,7799.598546447346,True,False,True,False,False,False,True,False,157.0
2023-05-20,190,157,0,0,0.9237708124797164,1.3683045745345008,0,188.14551056184698,0.0,29538.845158209977,False,True,True,False,False,False,False,True,33.0
2023-05-21,134,33,1,0,0.9931071591523817,1.2650399313583411,1,91.6001119781712,0.0,3022.8036952796497,False,True,True,False,False,False,True,False,134.0
2023-05-22,164,134,0,0,1.0061265343565418,1.2907348372907146,0,132.0064382366509,0.0,17688.86272371122,True,False,True,False,False,False,True,False,127.0
2023-05-23,198,127,0,1,0.8005463703500342,1.2448587327255556,0,167.29388119646913,17.39759772325739,17549.973120745977,True,False,True,False,False,False,True,False,89.0
2023-05-24,146,89,1,0,1.046350052481936,0.7757544893780829,0,52.45341199716104,0.0,4668.353667747333,False,True,False,True,False,False,False,True,103.0
2023-05-25,177,103,0,1,1.1989429394658844,1.3588457196693375,0,117.40454331140481,15.672294398485535,10197.469437583732,False,True,False,False,False,True,False,False,74.0
2023-05-26,102,74,0,0,0.9168032197881827,0.5022325531441088,0,62.73556296745259,0.0,4642.431659591492,False,True,False,True,False,True,False,False,97.0
2023-05-27,100,97,1,1,1.0523240185066116,0.7372762783837526,0,111.74073543213927,23.270638080485305,8316.581470221592,False,True,False,True,False,False,False,False,97.0
2023-05-28,104,97,0,0,0.8018486620136027,0.5465595988241957,0,124.2984830167804,0.0,12056.952852627699,False,True,True,False,False,False,False,False,154.0
2023-05-29,189,154,1,1,1.0417306449187593,0.61059645666896,0,50.44539798329425,12.072813102595717,6830.703782350224,False,False,True,False,False,False,False,True,135.0
2023-05-30,113,135,0,0,0.9788273237711271,1.0323791375175055,0,124.54734399180217,0.0,16813.891438893294,False,False,True,False,True,False,False,False,98.0
2023-05-31,126,98,0,1,1.0121172613858695,0.5372561899410344,0,101.88344106718083,19.711016644385186,8016.515545974532,False,False,True,False,False,True,False,False,70.0
2023-06-01,108,70,0,0,1.0175619869969534,0.6813810477003795,0,113.95993557729162,0.0,7977.195490410413,False,True,False,False,False,False,False,False,24.0
2023-06-02,178,24,1,0,0.8707811877199415,0.7327401473908277,0,182.89406336975236,0.0,4389.457520874057,True,False,False,False,False,True,False,False,103.0
2023-06-03,114,103,0,0,1.1079872487517162,1.1553388051372218,0,107.08456317767534,0.0,11029.71000730056,True,False,False,True,False,False,False,True,60.0
2023-06-04,189,60,0,0,1.0221878484041356,0.9688205244482319,0,105.70673694600497,0.0,6342.404216760298,False,True,False,False,False,False,False,True,36.0
2023-06-05,141,36,0,0,0.9080777837987977,0.9584125230554583,0,104.6717494551629,0.0,3768.182980385864,False,False,False,True,True,False,False,False,83.0
2023-06-06,176,83,0,0,1.174952618626173,1.2684325542576245,1,132.1589512635504,0.0,10969.192954874683,True,False,True,False,True,False,False,False,70.0
2023-06-07,150,70,0,0,0.8051094840016224,0.9567214120743351,1,86.15311676741347,0.0,6030.718173718942,False,True,False,True,False,False,False,True,195.0
2023-06-08,162,195,1,0,1.0903748855999156,0.8484887429180463,0,164.24481734479096,0.0,32027.73938223424,False,False,False,True,False,False,False,False,40.0
2023-06-09,195,40,0,0,0.9524940742628415,1.462451045604333,0,71.48902039650493,0.0,2859.560815860197,False,False,False,False,False,True,False,False,21.0
2023-06-10,151,21,0,0,1.0090179325245228,0.508293309437857,1,73.9183161384154,0.0,1552.2846389067236,False,False,False,True,False,False,True,False,55.0
2023-06-11,195,55,0,1,0.9166038997782326,0.8053930000753838,1,125.97504310923648,12.980571093569218,6029.251969305817,False,False,True,False,True,False,False,False,168.0
2023-06-12,103,168,0,1,0.9285008705053412,1.109392716379723,0,66.7800825934238,27.488138188465225,8135.144842905737,False,False,True,False,False,False,True,False,41.0
2023-06-13,193,41,0,0,0.8060664858443606,1.2828092360528052,0,36.19031535260986,0.0,1483.8029294570042,False,False,True,False,False,False,False,False,169.0
2023-06-14,122,169,0,0,1.0919380354847608,1.3164129547585643,0,57.005397192310745,0.0,9633.912125500516,False,False,True,False,True,False,False,False,190.0
2023-06-15,114,190,0,0,1.0843193643202873,0.5460731318551725,0,184.4583279813844,0.0,35047.082316463035,False,False,False,False,False,False,True,False,70.0
2023-06-16,142,70,0,1,1.0617432801628888,1.2091320555575877,0,21.926106212687372,5.962889807667089,1443.3073662078943,False,False,False,True,False,False,False,False,55.0
2023-06-17,128,55,0,0,1.151180272233603,1.220253643471817,1,44.023049279663795,0.0,2421.2677103815086,False,False,False,True,False,True,False,False,94.0
2023-06-18,135,94,0,0,1.1605070322233737,0.7140794214562681,0,156.4471343219185,0.0,14706.030626260339,False,True,False,True,False,False,False,False,89.0
2023-06-19,112,89,0,0,1.0225777277701023,0.612775028470092,0,196.3749514518625,0.0,17477.37067921576,True,False,False,True,True,False,False,False,144.0
2023-06-20,131,144,1,1,1.073929396826825,1.2496861576953022,0,143.8733531904358,24.827393326891386,15574.082385781248,False,True,True,False,False,False,False,True,13.0
2023-06-21,170,13,0,0,0.8043993604281839,0.7495000062372781,0,186.02020762882458,0.0,2418.2626991747197,True,False,False,False,False,True,False,False,61.0
2023-06-22,158,61,0,0,1.1385372235500795,0.5016738040836772,0,173.94243620797343,0.0,10610.488608686379,False,True,False,True,False,False,True,False,168.0
2023-06-23,185,168,0,0,1.126565369651799,0.723572603576861,0,106.39462734913951,0.0,17874.297394655438,True,False,False,True,True,False,False,False,121.0
2023-06-24,127,121,0,0,0.808099447369398,0.5310680088163126,0,80.03418416441393,0.0,9684.136283894086,True,False,False,False,False,False,False,True,45.0
2023-06-25,165,45,0,0,1.0171300866966873,0.7491866866941286,0,133.80281546778514,0.0,6021.126696050331,True,False,False,True,False,False,False,False,191.0
2023-06-26,141,191,0,0,1.1626622281749077,0.8350195823318209,0,116.03961397172391,0.0,22163.56626859927,False,True,False,False,False,False,False,True,63.0
2023-06-27,144,63,0,1,0.8725551948125122,0.7714001595379515,0,24.64927753596549,20.61493702548387,1232.7742031654361,True,False,False,True,True,False,False,False,128.0
2023-06-28,161,128,0,0,0.9410579686228393,1.4199370671792444,0,192.31349061485108,0.0,24616.126798700938,False,False,False,False,True,False,False,False,136.0
2023-06-29,156,136,0,1,0.9324214714074724,0.7325329473852846,0,122.64452578526205,22.411211530182324,12941.542628661964,True,False,False,True,False,False,False,True,26.0
2023-06-30,105,26,0,0,0.9423761901599006,0.9675348227781013,0,177.40852250198046,0.0,4612.621585051492,False,True,True,False,False,False,False,False,84.0
